Date,Q,Precipitation__1,Precipitation__2,Precipitation__3,Precipitation_lag1__1,Precipitation_lag1__2,Precipitation_lag1__3,Precipitation_lag2__1,Precipitation_lag2__2,Precipitation_lag2__3,Precipitation_lag3__1,Precipitation_lag3__2,Precipitation_lag3__3,Precipitation_sum5__1,Precipitation_sum5__2,Precipitation_sum5__3,Snow__1,Snow__2,Snow__3,Temperature__1,Temperature__2,Temperature__3
1/17/2003,44.15518,0.238883133,0.155807013,0.075441743,1.761234969,0.512671838,0.10092085,4.591914622,2.360662744,1.305716717,4.871403074,3.689996808,2.138812325,39.25987556,31.49294347,24.08277699,0.318183199,0.358984191,0.283173575,-7.892787472,-11.64464704,-13.08660277
1/18/2003,56.79026,0.231848194,0.326831149,0.435931416,0.238883133,0.155807013,0.075441743,1.761234969,0.512671838,0.10092085,4.591914622,2.360662744,1.305716717,11.69528399,7.045969552,4.05682305,0.318426826,0.359157666,0.28326105,-7.056543909,-10.57858779,-12.12614236
1/19/2003,22.99616,0.010423093,0.003683836,0.007804408,0.231848194,0.326831149,0.435931416,0.238883133,0.155807013,0.075441743,1.761234969,0.512671838,0.10092085,6.834304012,3.35965658,1.925815134,0.318679166,0.359519524,0.283722504,-8.241250035,-11.06887942,-12.65904007
1/20/2003,53.06479,0.000435114,0.000434626,0.000407769,0.010423093,0.003683836,0.007804408,0.231848194,0.326831149,0.435931416,0.238883133,0.155807013,0.075441743,2.242824503,0.999428462,0.620506186,0.318678125,0.359533116,0.283733557,-9.42595616,-11.55917105,-13.19193779
1/21/2003,35.60989,0.000852346,0.000852379,0.000867698,0.000435114,0.000434626,0.000407769,0.010423093,0.003683836,0.007804408,0.231848194,0.326831149,0.435931416,0.482441881,0.487609004,0.520453033,0.31866839,0.359544722,0.283741839,-10.61066229,-12.04946268,-13.7248355
1/22/2003,32.51157,0.000870228,0.000870228,0.000870769,0.000852346,0.000852379,0.000867698,0.000435114,0.000434626,0.000407769,0.010423093,0.003683836,0.007804408,0.244428975,0.332672218,0.445882059,0.318667372,0.359565367,0.283764099,-10.99109438,-12.70016755,-14.24024838
1/23/2003,38.60295,0.085517487,0.202139941,0.066701244,0.000870228,0.000870228,0.000870769,0.000852346,0.000852379,0.000867698,0.000435114,0.000434626,0.000407769,0.098098268,0.207981009,0.076651888,0.318677772,0.359591713,0.283783617,-9.395096715,-10.98164667,-12.26324274
1/24/2003,21.76165,0.32143569,0.516089624,0.274396621,0.085517487,0.202139941,0.066701244,0.000870228,0.000870228,0.000870769,0.000852346,0.000852379,0.000867698,0.409110865,0.720386797,0.343244101,0.318766425,0.359823063,0.283871887,-6.528969978,-8.838996137,-10.77425623
1/25/2003,35.27553,0.136353665,0.137740084,0.063649628,0.32143569,0.516089624,0.274396621,0.085517487,0.202139941,0.066701244,0.000870228,0.000870228,0.000870769,0.545029417,0.857692255,0.40648596,0.319140631,0.360418229,0.284203325,-6.063510284,-8.638254713,-10.71051684
1/26/2003,35.89586,2.441880788,1.259349445,0.753089382,0.136353665,0.137740084,0.063649628,0.32143569,0.516089624,0.274396621,0.085517487,0.202139941,0.066701244,2.986057858,2.116189321,1.158707644,0.319328749,0.360624802,0.284312494,-7.000254068,-10.01095234,-12.25988291
1/27/2003,6.20751,1.198772371,1.485895637,1.087979839,2.441880788,1.259349445,0.753089382,0.136353665,0.137740084,0.063649628,0.32143569,0.516089624,0.274396621,4.183960001,3.60121473,2.245816714,0.321806208,0.361940184,0.285105516,-7.936997852,-11.38364996,-13.80924897
1/28/2003,9.94208,0.094439804,0.194529083,0.172658572,1.198772371,1.485895637,1.087979839,2.441880788,1.259349445,0.753089382,0.136353665,0.137740084,0.063649628,4.192882319,3.593603873,2.351774042,0.323004028,0.363459485,0.286217473,-8.873741636,-12.75634759,-15.35861504
1/29/2003,37.48094,0.395463933,0.498535693,0.206566434,0.094439804,0.194529083,0.172658572,1.198772371,1.485895637,1.087979839,2.441880788,1.259349445,0.753089382,4.266910562,3.576049942,2.283943855,0.323067692,0.363625593,0.286356225,-7.60678963,-11.37675921,-13.09620985
1/30/2003,38.57669,11.20769912,13.89899612,8.833287133,0.395463933,0.498535693,0.206566434,0.094439804,0.194529083,0.172658572,1.198772371,1.485895637,1.087979839,15.33825602,17.33730598,11.05358136,0.323443436,0.36414627,0.286583292,-4.672377603,-8.176822027,-10.10762338
1/31/2003,49.91159,9.308594981,12.16016593,7.361593863,11.20769912,13.89899612,8.833287133,0.395463933,0.498535693,0.206566434,0.094439804,0.194529083,0.172658572,22.20497021,28.23812246,17.66208584,0.334681037,0.378107709,0.295474545,-1.6069196,-4.090474734,-6.158942799
2/1/2003,20.03395,17.49350362,18.33149302,11.82287768,9.308594981,12.16016593,7.361593863,11.20769912,13.89899612,8.833287133,0.395463933,0.498535693,0.206566434,38.49970146,45.08371984,28.39698368,0.343937147,0.390336625,0.302902934,-1.060958514,-4.174947893,-6.435612147
2/2/2003,29.38448,9.097731838,10.97599866,8.831642011,17.49350362,18.33149302,11.82287768,9.308594981,12.16016593,7.361593863,11.20769912,13.89899612,8.833287133,47.50299349,55.86518942,37.05596712,0.360947463,0.408703339,0.314776507,-1.564690621,-4.653733735,-6.958435797
2/3/2003,55.6052,19.18660424,15.02074989,7.671755336,9.097731838,10.97599866,8.831642011,17.49350362,18.33149302,11.82287768,9.308594981,12.16016593,7.361593863,66.2941338,70.38740362,44.52115602,0.369517412,0.419701177,0.323632952,-2.068422727,-5.132519577,-7.481259446
2/4/2003,54.4899,8.442082868,4.02958479,1.889681581,19.18660424,15.02074989,7.671755336,9.097731838,10.97599866,8.831642011,17.49350362,18.33149302,11.82287768,63.52851755,60.51799229,37.57755047,0.387425528,0.434738336,0.331333116,-2.572154834,-5.611305418,-8.004083095
2/5/2003,64.3262,1.972848981,1.790037108,1.209527768,8.442082868,4.02958479,1.889681581,19.18660424,15.02074989,7.671755336,9.097731838,10.97599866,8.831642011,56.19277155,50.14786347,31.42548438,0.394913284,0.438721683,0.333210077,-3.295569316,-6.607158348,-8.913699443
2/6/2003,56.97821,0.012356412,0.06042772,0.034262663,1.972848981,1.790037108,1.209527768,8.442082868,4.02958479,1.889681581,19.18660424,15.02074989,7.671755336,38.71162434,31.87679817,19.63686936,0.39671406,0.440511107,0.334431775,-3.032289279,-6.539085938,-9.124662638
2/7/2003,45.21663,0.001821945,0.003752125,0.002144496,0.012356412,0.06042772,0.034262663,1.972848981,1.790037108,1.209527768,8.442082868,4.02958479,1.889681581,29.61571445,20.90455163,10.80737184,0.396570979,0.440508072,0.334417422,-2.465038448,-4.837242616,-6.662637363
2/8/2003,43.24085,0.957567383,0.997297087,0.918005617,0.001821945,0.003752125,0.002144496,0.012356412,0.06042772,0.034262663,1.972848981,1.790037108,1.209527768,11.38667759,6.88109883,4.053622125,0.396533394,0.44053679,0.33444002,-2.978064376,-5.742185634,-7.618477888
2/9/2003,33.60779,13.85035098,7.722110653,5.206597636,0.957567383,0.997297087,0.918005617,0.001821945,0.003752125,0.002144496,0.012356412,0.06042772,0.034262663,16.79494571,10.57362469,7.37053818,0.397450809,0.441567327,0.335388222,-4.459788698,-7.328911631,-9.250124635
2/10/2003,44.07636,11.01165233,5.739714786,3.610096505,13.85035098,7.722110653,5.206597636,0.957567383,0.997297087,0.918005617,0.001821945,0.003752125,0.002144496,25.83374906,14.52330237,9.771106917,0.410957648,0.449328556,0.340623647,-5.941513019,-8.915637628,-10.88177138
2/11/2003,43.93831,5.011678304,3.355178372,3.083421863,11.01165233,5.739714786,3.610096505,13.85035098,7.722110653,5.206597636,0.957567383,0.997297087,0.918005617,30.83307095,17.81805302,12.82026612,0.421741338,0.455039351,0.344217693,-7.423237341,-10.50236362,-12.51341813
2/12/2003,35.80654,0.027984042,0.032746153,0.038671909,5.011678304,3.355178372,3.083421863,11.01165233,5.739714786,3.610096505,13.85035098,7.722110653,5.206597636,30.85923304,17.84704705,12.85679353,0.426641753,0.458358331,0.347261082,-8.917042807,-12.02997082,-13.57476792
2/13/2003,11.14988,0.001287808,0.001287808,0.001287808,0.027984042,0.032746153,0.038671909,5.011678304,3.355178372,3.083421863,11.01165233,5.739714786,3.610096505,29.90295347,16.85103777,11.94007572,0.426499918,0.458313063,0.347252085,-8.121352444,-9.896279889,-11.52438234
2/14/2003,34.8913,0.587771036,0.378777687,0.362881713,0.001287808,0.001287808,0.001287808,0.027984042,0.032746153,0.038671909,5.011678304,3.355178372,3.083421863,16.64037352,9.507704807,7.096359797,0.42642281,0.458282833,0.347240763,-8.118455317,-10.82212546,-12.20739378
2/15/2003,58.16929,4.175070944,1.506234826,0.799785537,0.587771036,0.378777687,0.362881713,0.001287808,0.001287808,0.001287808,0.027984042,0.032746153,0.038671909,9.803792134,5.274224847,4.28604883,0.427017417,0.458668749,0.347609913,-8.414889503,-11.79943627,-13.13738913
2/16/2003,4.96168,2.663284364,0.912011724,0.535535125,4.175070944,1.506234826,0.799785537,0.587771036,0.378777687,0.362881713,0.001287808,0.001287808,0.001287808,7.455398194,2.831058199,1.738162092,0.431203246,0.460205316,0.348421507,-9.554813791,-12.9482502,-14.20457258
2/17/2003,16.67704,2.042435821,1.016876242,0.659462005,2.663284364,0.912011724,0.535535125,4.175070944,1.506234826,0.799785537,0.587771036,0.378777687,0.362881713,9.469849973,3.815188287,2.358952189,0.433801498,0.461105336,0.348934316,-10.69473808,-14.09706413,-15.27175602
2/18/2003,25.18673,0.023015983,0.046685351,0.050135795,2.042435821,1.016876242,0.659462005,2.663284364,0.912011724,0.535535125,4.175070944,1.506234826,0.799785537,9.491578149,3.860585831,2.407800176,0.435775509,0.462096216,0.349575103,-11.83466237,-15.24587806,-16.33893947
2/19/2003,31.9477,0.093735846,0.088160255,0.132138692,0.023015983,0.046685351,0.050135795,2.042435821,1.016876242,0.659462005,2.663284364,0.912011724,0.535535125,8.997542959,3.569968398,2.177057155,0.435709604,0.462099512,0.349611134,-12.97066602,-15.93681242,-18.062671
2/20/2003,29.41534,3.139944908,2.495668442,1.73857892,0.093735846,0.088160255,0.132138692,0.023015983,0.046685351,0.050135795,2.042435821,1.016876242,0.659462005,7.962416922,4.559402014,3.115850538,0.435797669,0.462195933,0.349745556,-10.29481241,-13.09951772,-14.4650892
2/21/2003,21.09621,3.78981861,2.540932743,1.669392581,3.139944908,2.495668442,1.73857892,0.093735846,0.088160255,0.132138692,0.023015983,0.046685351,0.050135795,9.088951168,6.188323033,4.249707993,0.438937485,0.464718561,0.351504821,-10.02419336,-13.25838016,-15.34778769
2/22/2003,29.02537,3.700166916,3.758467559,4.090366528,3.78981861,2.540932743,1.669392581,3.139944908,2.495668442,1.73857892,0.093735846,0.088160255,0.132138692,10.74668226,8.92991435,7.680612516,0.442647578,0.467207047,0.353133521,-9.770988151,-12.09234292,-13.59613674
2/23/2003,26.64242,0.031641349,0.068224371,0.098462635,3.700166916,3.758467559,4.090366528,3.78981861,2.540932743,1.669392581,3.139944908,2.495668442,1.73857892,10.75530763,8.95145337,7.728939356,0.446339565,0.470984939,0.357228148,-8.204077028,-10.24682802,-11.78465856
2/24/2003,26.89698,0.055803164,0.106765672,0.203590679,0.031641349,0.068224371,0.098462635,3.700166916,3.758467559,4.090366528,3.78981861,2.540932743,1.669392581,10.71737495,8.970058787,7.800391343,0.446307071,0.471026844,0.357308716,-6.637165905,-8.40131313,-9.973180378
2/25/2003,29.72179,5.017839698,3.728783129,3.795752082,0.055803164,0.106765672,0.203590679,0.031641349,0.068224371,0.098462635,3.700166916,3.758467559,4.090366528,12.59526974,10.20317347,9.857564504,0.446304229,0.47111777,0.357495883,-5.070254782,-6.555798234,-8.161702197
2/26/2003,21.84743,9.828689173,5.723756373,6.362075701,5.017839698,3.728783129,3.795752082,0.055803164,0.106765672,0.203590679,0.031641349,0.068224371,0.098462635,18.6341403,13.3859971,14.55024762,0.451366449,0.47490479,0.36132378,-6.309632561,-8.60561196,-9.934565016
2/27/2003,35.12915,4.436201194,1.62836772,1.360025135,9.828689173,5.723756373,6.362075701,5.017839698,3.728783129,3.795752082,0.055803164,0.106765672,0.203590679,19.37017458,11.25589727,11.81990623,0.46109016,0.480549972,0.36761077,-7.62330512,-10.24689316,-11.70473334
2/28/2003,30.34777,2.335874463,0.945727072,0.8596354,4.436201194,1.62836772,1.360025135,9.828689173,5.723756373,6.362075701,5.017839698,3.728783129,3.795752082,21.67440769,12.13339997,12.581079,0.465393435,0.482074906,0.368863929,-7.67964971,-11.00330276,-12.76864155
3/1/2003,21.90087,0.185397413,0.057152276,0.026422065,2.335874463,0.945727072,0.8596354,4.436201194,1.62836772,1.360025135,9.828689173,5.723756373,6.362075701,21.80400194,12.08378657,12.40391038,0.467617526,0.48293396,0.369621059,-7.945967349,-11.44431528,-13.18112479
3/2/2003,32.84453,0,0,0.000399339,0.185397413,0.057152276,0.026422065,2.335874463,0.945727072,0.8596354,4.436201194,1.62836772,1.360025135,16.78616224,8.355003441,8.608557639,0.467697282,0.482902095,0.36958337,-6.20434574,-9.410647235,-11.11431683
3/3/2003,20.87138,0.103141467,0.290935535,0.126632128,0,0,0.000399339,0.185397413,0.057152276,0.026422065,2.335874463,0.945727072,0.8596354,7.060614537,2.922182603,2.373114066,0.467598581,0.482840889,0.369545967,-4.462724131,-7.376979191,-9.047508884
3/4/2003,14.47353,0.385465027,0.695274475,0.666543228,0.103141467,0.290935535,0.126632128,0,0,0.000399339,0.185397413,0.057152276,0.026422065,3.009878369,1.989089358,1.679632159,0.467596959,0.483088874,0.369641356,-2.721102522,-5.343311148,-6.980700933
3/5/2003,32.80374,0.010614461,0.04647992,0.044432491,0.385465027,0.695274475,0.666543228,0.103141467,0.290935535,0.126632128,0,0,0.000399339,0.684618367,1.089842206,0.86442925,0.467956347,0.483804365,0.370321621,-3.199376074,-5.87556608,-7.486065463
3/6/2003,26.64059,0.033967679,0.08324448,0.096509878,0.010614461,0.04647992,0.044432491,0.385465027,0.695274475,0.666543228,0.103141467,0.290935535,0.126632128,0.533188633,1.11593441,0.934517064,0.467912955,0.483861175,0.370373461,-1.220254694,-3.228477446,-5.406029874
3/7/2003,35.84686,4.586860556,2.906019584,3.022227905,0.033967679,0.08324448,0.096509878,0.010614461,0.04647992,0.044432491,0.385465027,0.695274475,0.666543228,5.120049189,4.021953994,3.95634563,0.467855204,0.48390163,0.370447153,-1.959187768,-4.322709913,-5.830467951
3/8/2003,30.05258,1.338720064,0.397819539,0.175516912,4.586860556,2.906019584,3.022227905,0.033967679,0.08324448,0.096509878,0.010614461,0.04647992,0.044432491,6.355627786,4.128837997,4.005230414,0.472279318,0.486800687,0.373480028,-2.703320999,-5.441199279,-7.16124003
3/9/2003,34.60125,0.004696644,0.002046761,0.003101572,1.338720064,0.397819539,0.175516912,4.586860556,2.906019584,3.022227905,0.033967679,0.08324448,0.096509878,5.974859403,3.435610283,3.341788757,0.472912527,0.487099128,0.373577908,-3.036105804,-5.585161459,-7.28956249
3/10/2003,34.35044,3.253851512,2.835745333,2.140792033,0.004696644,0.002046761,0.003101572,1.338720064,0.397819539,0.175516912,4.586860556,2.906019584,3.022227905,9.218096455,6.224875697,5.438148299,0.47268682,0.487034959,0.373531065,-3.368890608,-5.72912364,-7.417884949
3/11/2003,40.71796,1.990473498,2.089313459,1.485304803,3.253851512,2.835745333,2.140792033,0.004696644,0.002046761,0.003101572,1.338720064,0.397819539,0.175516912,11.17460228,8.230944675,6.826943224,0.475713948,0.489835334,0.375634522,-3.701675413,-5.87308582,-7.546207409
3/12/2003,30.62158,1.675550947,0.98048306,0.553170174,1.990473498,2.089313459,1.485304803,3.253851512,2.835745333,2.140792033,0.004696644,0.002046761,0.003101572,8.263292666,6.305408152,4.357885493,0.477361329,0.491867142,0.377055603,-4.290608752,-6.673969342,-8.759560401
3/13/2003,25.80851,0.188402286,0.062435077,0.081559229,1.675550947,0.98048306,0.553170174,1.990473498,2.089313459,1.485304803,3.253851512,2.835745333,2.140792033,7.112974888,5.97002369,4.263927811,0.478672665,0.492696936,0.377451602,-4.385960924,-7.304775302,-9.095944132
3/14/2003,30.00855,0.787096412,0.917357315,0.719975289,0.188402286,0.062435077,0.081559229,1.675550947,0.98048306,0.553170174,1.990473498,2.089313459,1.485304803,7.895374656,6.885334244,4.980801528,0.478499476,0.492561655,0.377393417,-3.478929111,-6.551155554,-8.124532947
3/15/2003,27.5555,14.22636147,10.54765338,6.374539331,0.787096412,0.917357315,0.719975289,0.188402286,0.062435077,0.081559229,1.675550947,0.98048306,0.553170174,18.86788461,14.59724229,9.214548827,0.479066133,0.493335097,0.378000849,-2.840664897,-5.370952378,-6.983995482
3/16/2003,35.43774,5.707235023,4.574775912,4.038289379,14.22636147,10.54765338,6.374539331,0.787096412,0.917357315,0.719975289,0.188402286,0.062435077,0.081559229,22.58464614,17.08270474,11.7675334,0.492649689,0.503911236,0.384382081,-3.64890012,-6.651263116,-8.235179493
3/17/2003,40.67328,2.59660236,1.205835476,0.981204122,5.707235023,4.574775912,4.038289379,14.22636147,10.54765338,6.374539331,0.787096412,0.917357315,0.719975289,23.50569755,17.30805716,12.19556735,0.497390224,0.508329321,0.388287599,-4.457135343,-7.931573853,-9.486363504
3/18/2003,32.98805,0.100408611,0.154410283,0.266389252,2.59660236,1.205835476,0.981204122,5.707235023,4.574775912,4.038289379,14.22636147,10.54765338,6.374539331,23.41770388,17.40003237,12.38039737,0.499670519,0.509320731,0.389088174,-5.265370566,-9.211884591,-10.73754752
3/19/2003,27.54605,8.18782785,5.066122966,5.382160429,0.100408611,0.154410283,0.266389252,2.59660236,1.205835476,0.981204122,5.707235023,4.574775912,4.038289379,30.81843531,21.54879802,17.04258251,0.499487666,0.509301264,0.389251891,-5.134894678,-7.865420016,-8.956177332
3/20/2003,35.72231,7.113798493,3.407878067,2.502541225,8.18782785,5.066122966,5.382160429,0.100408611,0.154410283,0.266389252,2.59660236,1.205835476,0.981204122,23.70587234,14.4090227,13.17058441,0.507538063,0.514321785,0.394582727,-6.995732914,-10.05753553,-11.64643935
3/21/2003,33.55926,2.625225383,2.16596772,1.50773061,7.113798493,3.407878067,2.502541225,8.18782785,5.066122966,5.382160429,0.100408611,0.154410283,0.266389252,20.6238627,12.00021451,10.64002564,0.51444452,0.517583665,0.396933163,-7.566051189,-11.4658808,-13.40046655
3/22/2003,26.08262,22.92593575,17.98251553,12.21997517,2.625225383,2.16596772,1.50773061,7.113798493,3.407878067,2.502541225,8.18782785,5.066122966,5.382160429,40.95319609,28.77689457,21.87879668,0.516783923,0.519587436,0.398328277,-7.263954673,-10.11788429,-11.76635262
3/23/2003,25.50556,2.805042554,3.370758225,5.069125106,22.92593575,17.98251553,12.21997517,2.625225383,2.16596772,1.50773061,7.113798493,3.407878067,2.502541225,43.65783003,31.99324251,26.68153254,0.539577694,0.53748765,0.410468214,-6.010865078,-8.682161599,-10.18686426
3/24/2003,25.57699,2.048893383,3.701984729,4.50437208,2.805042554,3.370758225,5.069125106,22.92593575,17.98251553,12.21997517,2.625225383,2.16596772,1.50773061,37.51889556,30.62910427,25.80374419,0.542114853,0.540644541,0.41536655,-4.757775483,-7.246438912,-8.607375909
3/25/2003,14.39532,0.271632299,0.32147315,0.377791562,2.048893383,3.701984729,4.50437208,2.805042554,3.370758225,5.069125106,22.92593575,17.98251553,12.21997517,30.67672937,27.54269936,23.67899452,0.54410552,0.544306045,0.419808965,-3.504685888,-5.810716224,-7.027887554
3/26/2003,27.24502,4.634947916,1.989405007,2.77800185,0.271632299,0.32147315,0.377791562,2.048893383,3.701984729,4.50437208,2.805042554,3.370758225,5.069125106,32.6864519,27.36613664,24.94926577,0.54434846,0.544603124,0.420145885,-5.20017199,-7.563240567,-8.240756536
3/27/2003,40.73957,20.19640146,12.90686254,10.2770003,4.634947916,1.989405007,2.77800185,0.271632299,0.32147315,0.377791562,2.048893383,3.701984729,4.50437208,29.95691762,22.29048365,23.0062909,0.548853463,0.546513381,0.422844977,-6.739019228,-9.581253957,-11.07831751
3/28/2003,36.767,4.041443174,1.940338369,1.565510768,20.19640146,12.90686254,10.2770003,4.634947916,1.989405007,2.77800185,0.271632299,0.32147315,0.377791562,31.19331824,20.8600638,19.50267656,0.568815018,0.559227168,0.432905251,-9.456008904,-12.50558657,-14.37167795
3/29/2003,34.55217,0.109537421,0.056698765,0.050673008,4.041443174,1.940338369,1.565510768,20.19640146,12.90686254,10.2770003,4.634947916,1.989405007,2.77800185,29.25396227,17.21477784,15.04897749,0.572614638,0.560989919,0.434300529,-9.601110241,-12.78530908,-14.80243686
3/30/2003,39.77953,0.055194883,0.028775556,0.025762677,0.109537421,0.056698765,0.050673008,4.041443174,1.940338369,1.565510768,20.19640146,12.90686254,10.2770003,29.03752486,16.92208024,14.6969486,0.572570487,0.560923501,0.434239065,-7.694129713,-10.64707716,-12.648556
3/31/2003,3.66514,0.000852346,0.000852346,0.000852346,0.055194883,0.028775556,0.025762677,0.109537421,0.056698765,0.050673008,4.041443174,1.940338369,1.565510768,24.40342929,14.93352758,11.9197991,0.572526337,0.560857084,0.434177601,-5.787149186,-8.508845239,-10.49467513
4/1/2003,42.10927,0.0030117,0.0030117,0.0030117,0.000852346,0.000852346,0.000852346,0.055194883,0.028775556,0.025762677,0.109537421,0.056698765,0.050673008,4.210039524,2.029676737,1.6458105,0.572439567,0.560772102,0.434108889,-3.880168658,-6.370613319,-8.340794272
4/2/2003,38.97413,15.36644128,12.72190421,8.878656132,0.0030117,0.0030117,0.0030117,0.000852346,0.000852346,0.000852346,0.055194883,0.028775556,0.025762677,15.53503763,12.81124258,8.958955864,0.572339338,0.560715126,0.434068526,-4.455823666,-6.931682399,-8.367806402
4/3/2003,34.70934,10.94285118,12.37224772,11.00375087,15.36644128,12.72190421,8.878656132,0.0030117,0.0030117,0.0030117,0.000852346,0.000852346,0.000852346,26.3683514,25.12679154,19.91203372,0.587748474,0.573517119,0.443004691,-3.480196016,-6.688049621,-7.041851411
4/4/2003,61.36326,20.91352055,19.37896455,14.43960315,10.94285118,12.37224772,11.00375087,15.36644128,12.72190421,8.878656132,0.0030117,0.0030117,0.0030117,47.22667707,44.47698053,34.3258742,0.598395977,0.585874045,0.454024047,1.112381894,-1.342731708,-2.555658156
4/5/2003,109.31373,1.204315922,1.975140128,1.820196121,20.91352055,19.37896455,14.43960315,10.94285118,12.37224772,11.00375087,15.36644128,12.72190421,8.878656132,48.43014064,46.45126831,36.14521797,0.61234236,0.605332193,0.468548249,2.448139741,0.171282787,-1.091434189
4/6/2003,146.11976,26.75392473,32.72204983,28.47233638,1.204315922,1.975140128,1.820196121,20.91352055,19.37896455,14.43960315,10.94285118,12.37224772,11.00375087,75.18105368,79.17030644,64.61454265,0.605346663,0.605947524,0.470328625,2.898332011,0.608152585,-0.778496544
